 Sample   Time     Encoder 1 Pos   Encoder 2 Pos   Control Effort
   262    2.320               0              -1          0.0000;
   263    2.329               0               0          0.0000;
   264    2.338               0               0          0.0000;
   265    2.346               0               0          0.0000;
   266    2.355               0               0          0.0000;
   267    2.364               0               0          0.0000;
   268    2.373               0               0          0.0000;
   269    2.382               0               0          0.0000;
   270    2.391               0               0          0.0000;
   271    2.399               0               0          0.0000;
   272    2.408               0               0          0.0000;
   273    2.417               0               0          0.0000;
   274    2.426               0               0          0.0000;
   275    2.435               0               0          0.0000;
   276    2.444               0               0          0.0000;
   277    2.453               0               0          0.0000;
   278    2.461               0               0          0.0000;
   279    2.470               0               0          0.0000;
   280    2.479               0               0          0.0000;
   281    2.488               0               0          0.0000;
   282    2.497               0               0          0.0000;
   283    2.506               0               0          0.0000;
   284    2.515               0               0          0.0000;
   285    2.523               0               0          0.0000;
   286    2.532               0               0          0.0000;
   287    2.541               0               0          0.0000;
   288    2.550               0               0          0.0000;
   289    2.559               0               0          0.0000;
   290    2.568               0               0          0.0000;
   291    2.577               0               0          0.0000;
   292    2.585               0               0          0.0000;
   293    2.594               0               2          0.0000;
   294    2.603               0              15          0.0000;
   295    2.612               0              39          0.0000;
   296    2.621               0              73          0.0000;
   297    2.630               0             115          0.0000;
   298    2.639               0             163          0.0000;
   299    2.647               0             213          0.0000;
   300    2.656               0             262          0.0000;
   301    2.665               0             302          0.0000;
   302    2.674               0             328          0.0000;
   303    2.683               0             338          0.0000;
   304    2.692               0             331          0.0000;
   305    2.701               0             308          0.0000;
   306    2.709               0             270          0.0000;
   307    2.718               0             220          0.0000;
   308    2.727               0             160          0.0000;
   309    2.736               0              92          0.0000;
   310    2.745               0              20          0.0000;
   311    2.754               0             -52          0.0000;
   312    2.763               0            -121          0.0000;
   313    2.771               0            -184          0.0000;
   314    2.780               0            -237          0.0000;
   315    2.789               0            -279          0.0000;
   316    2.798              -1            -306          0.0000;
   317    2.807              -1            -318          0.0000;
   318    2.816              -2            -315          0.0000;
   319    2.824              -2            -296          0.0000;
   320    2.833              -3            -263          0.0000;
   321    2.842              -2            -218          0.0000;
   322    2.851              -1            -162          0.0000;
   323    2.860              -1            -100          0.0000;
   324    2.869               0             -32          0.0000;
   325    2.878               0              36          0.0000;
   326    2.886               0             102          0.0000;
   327    2.895               0             162          0.0000;
   328    2.904               0             214          0.0000;
   329    2.913               0             256          0.0000;
   330    2.922               0             284          0.0000;
   331    2.931               0             299          0.0000;
   332    2.940               0             299          0.0000;
   333    2.948               0             284          0.0000;
   334    2.957               0             255          0.0000;
   335    2.966               0             214          0.0000;
   336    2.975               0             164          0.0000;
   337    2.984               0             106          0.0000;
   338    2.993               0              43          0.0000;
   339    3.002               0             -22          0.0000;
   340    3.010               0             -85          0.0000;
   341    3.019               0            -143          0.0000;
   342    3.028               0            -194          0.0000;
   343    3.037               0            -236          0.0000;
   344    3.046               0            -265          0.0000;
   345    3.055               0            -281          0.0000;
   346    3.064               0            -283          0.0000;
   347    3.072               0            -271          0.0000;
   348    3.081               0            -246          0.0000;
   349    3.090               0            -209          0.0000;
   350    3.099               0            -163          0.0000;
   351    3.108               0            -109          0.0000;
   352    3.117               0             -50          0.0000;
   353    3.126               0              12          0.0000;
   354    3.134               0              71          0.0000;
   355    3.143               0             128          0.0000;
   356    3.152               0             177          0.0000;
   357    3.161               0             217          0.0000;
   358    3.170               0             247          0.0000;
   359    3.179               0             264          0.0000;
   360    3.188               0             268          0.0000;
   361    3.196               0             259          0.0000;
   362    3.205               0             237          0.0000;
   363    3.214               0             204          0.0000;
   364    3.223               0             161          0.0000;
   365    3.232               0             111          0.0000;
   366    3.241               0              56          0.0000;
   367    3.249               0              -1          0.0000;
   368    3.258               0             -58          0.0000;
   369    3.267               0            -112          0.0000;
   370    3.276               0            -160          0.0000;
   371    3.285               0            -200          0.0000;
   372    3.294               0            -229          0.0000;
   373    3.303               0            -248          0.0000;
   374    3.311               0            -254          0.0000;
   375    3.320               0            -247          0.0000;
   376    3.329               0            -228          0.0000;
   377    3.338               0            -198          0.0000;
   378    3.347               0            -159          0.0000;
   379    3.356               0            -112          0.0000;
   380    3.365               0             -60          0.0000;
   381    3.373               0              -6          0.0000;
   382    3.382               0              48          0.0000;
   383    3.391               0             100          0.0000;
   384    3.400               0             145          0.0000;
   385    3.409               0             184          0.0000;
   386    3.418               0             213          0.0000;
   387    3.427               0             232          0.0000;
   388    3.435               0             239          0.0000;
   389    3.444               0             234          0.0000;
   390    3.453               0             218          0.0000;
   391    3.462               0             191          0.0000;
   392    3.471               0             155          0.0000;
   393    3.480               0             112          0.0000;
   394    3.489               0              64          0.0000;
   395    3.497               0              13          0.0000;
   396    3.506               0             -38          0.0000;
   397    3.515               0             -87          0.0000;
   398    3.524               0            -132          0.0000;
   399    3.533               0            -169          0.0000;
   400    3.542               0            -198          0.0000;
   401    3.551               0            -217          0.0000;
   402    3.559               0            -226          0.0000;
   403    3.568               0            -222          0.0000;
   404    3.577               0            -208          0.0000;
   405    3.586               0            -184          0.0000;
   406    3.595               0            -151          0.0000;
   407    3.604               0            -111          0.0000;
   408    3.613               0             -66          0.0000;
   409    3.621               0             -18          0.0000;
   410    3.630               0              30          0.0000;
   411    3.639               0              77          0.0000;
   412    3.648               0             119          0.0000;
   413    3.657               0             156          0.0000;
   414    3.666               0             184          0.0000;
   415    3.674               0             203          0.0000;
   416    3.683               0             212          0.0000;
   417    3.692               0             210          0.0000;
   418    3.701               0             198          0.0000;
   419    3.710               0             176          0.0000;
   420    3.719               0             146          0.0000;
   421    3.728               0             109          0.0000;
   422    3.736               0              67          0.0000;
   423    3.745               0              22          0.0000;
   424    3.754               0             -24          0.0000;
   425    3.763               0             -68          0.0000;
   426    3.772               0            -108          0.0000;
   427    3.781               0            -143          0.0000;
   428    3.790               0            -171          0.0000;
   429    3.798              -1            -190          0.0000;
   430    3.807              -2            -200          0.0000;
   431    3.816              -3            -199          0.0000;
   432    3.825              -5            -189          0.0000;
   433    3.834              -6            -169          0.0000;
   434    3.843              -7            -143          0.0000;
   435    3.852              -7            -109          0.0000;
   436    3.860              -4             -71          0.0000;
   437    3.869              -3             -30          0.0000;
   438    3.878              -2              12          0.0000;
   439    3.887              -2              53          0.0000;
   440    3.896              -2              91          0.0000;
   441    3.905              -1             124          0.0000;
   442    3.914               0             151          0.0000;
   443    3.922               0             169          0.0000;
   444    3.931               0             180          0.0000;
   445    3.940               0             181          0.0000;
   446    3.949               0             173          0.0000;
   447    3.958               0             157          0.0000;
   448    3.967               0             133          0.0000;
   449    3.976               0             103          0.0000;
   450    3.984               0              68          0.0000;
   451    3.993               0              30          0.0000;
   452    4.002               0              -9          0.0000;
   453    4.011               0             -48          0.0000;
   454    4.020               0             -84          0.0000;
   455    4.029              -1            -115          0.0000;
   456    4.038              -1            -141          0.0000;
   457    4.046              -1            -159          0.0000;
   458    4.055              -1            -169          0.0000;
   459    4.064              -1            -171          0.0000;
   460    4.073              -1            -164          0.0000;
   461    4.082              -1            -149          0.0000;
   462    4.091              -1            -128          0.0000;
   463    4.099              -1             -99          0.0000;
   464    4.108               0             -67          0.0000;
   465    4.117               0             -31          0.0000;
   466    4.126               0               5          0.0000;
   467    4.135               0              42          0.0000;
   468    4.144               0              75          0.0000;
   469    4.153               0             105          0.0000;
   470    4.161               0             129          0.0000;
   471    4.170               0             147          0.0000;
   472    4.179               0             157          0.0000;
   473    4.188               0             159          0.0000;
   474    4.197               0             153          0.0000;
   475    4.206               0             140          0.0000;
   476    4.215               0             120          0.0000;
   477    4.223               0              94          0.0000;
   478    4.232               0              64          0.0000;
   479    4.241               0              31          0.0000;
   480    4.250               0              -4          0.0000;
   481    4.259               0             -38          0.0000;
   482    4.268               0             -69          0.0000;
   483    4.277               0             -97          0.0000;
   484    4.285               0            -121          0.0000;
   485    4.294               0            -137          0.0000;
   486    4.303               0            -147          0.0000;
   487    4.312               0            -151          0.0000;
   488    4.321               0            -144          0.0000;
   489    4.330               0            -132          0.0000;
   490    4.339               0            -114          0.0000;
   491    4.347               0             -90          0.0000;
   492    4.356               0             -61          0.0000;
   493    4.365               0             -31          0.0000;
   494    4.374               0               1          0.0000;
   495    4.383               0              33          0.0000;
   496    4.392               0              63          0.0000;
   497    4.401               0              89          0.0000;
   498    4.409               0             111          0.0000;
   499    4.418               0             127          0.0000;
   500    4.427               0             136          0.0000;
   501    4.436               0             139          0.0000;
   502    4.445               0             134          0.0000;
   503    4.454               0             123          0.0000;
   504    4.463               0             106          0.0000;
   505    4.471               0              84          0.0000;
   506    4.480               0              58          0.0000;
   507    4.489               0              29          0.0000;
   508    4.498               0              -1          0.0000;
   509    4.507               0             -30          0.0000;
   510    4.516               0             -58          0.0000;
   511    4.524               0             -83          0.0000;
   512    4.533               0            -103          0.0000;
   513    4.542               0            -118          0.0000;
   514    4.551               0            -127          0.0000;
   515    4.560               0            -129          0.0000;
   516    4.569               0            -125          0.0000;
   517    4.578               0            -115          0.0000;
   518    4.586               0            -100          0.0000;
   519    4.595               0             -79          0.0000;
   520    4.604               0             -55          0.0000;
   521    4.613               0             -28          0.0000;
   522    4.622               0              -0          0.0000;
   523    4.631               0              27          0.0000;
   524    4.640               0              53          0.0000;
   525    4.648               0              76          0.0000;
   526    4.657               0              94          0.0000;
   527    4.666               0             108          0.0000;
   528    4.675               0             117          0.0000;
   529    4.684               0             119          0.0000;
   530    4.693               0             116          0.0000;
   531    4.702               0             106          0.0000;
   532    4.710               0              92          0.0000;
   533    4.719               0              72          0.0000;
   534    4.728               0              50          0.0000;
   535    4.737               0              26          0.0000;
   536    4.746               0              -0          0.0000;
   537    4.755               0             -25          0.0000;
   538    4.764               0             -49          0.0000;
   539    4.772               0             -70          0.0000;
   540    4.781               0             -88          0.0000;
   541    4.790               0            -101          0.0000;
   542    4.799               0            -109          0.0000;
   543    4.808               0            -112          0.0000;
   544    4.817               0            -107          0.0000;
   545    4.826               0             -99          0.0000;
   546    4.834               0             -85          0.0000;
   547    4.843               0             -68          0.0000;
   548    4.852               0             -47          0.0000;
   549    4.861               0             -24          0.0000;
   550    4.870               0              -0          0.0000;
   551    4.879               0              23          0.0000;
   552    4.888               0              45          0.0000;
   553    4.896               0              64          0.0000;
   554    4.905               0              80          0.0000;
   555    4.914               0              92          0.0000;
   556    4.923               0              99          0.0000;
   557    4.932               0             101          0.0000;
   558    4.941               0              97          0.0000;
   559    4.949               0              89          0.0000;
   560    4.958               0              77          0.0000;
   561    4.967               0              61          0.0000;
   562    4.976               0              42          0.0000;
   563    4.985               0              21          0.0000;
   564    4.994               0              -1          0.0000;
   565    5.003               0             -22          0.0000;
   566    5.011               0             -42          0.0000;
   567    5.020               0             -60          0.0000;
   568    5.029               0             -75          0.0000;
   569    5.038               0             -85          0.0000;
   570    5.047               0             -92          0.0000;
   571    5.056               0             -94          0.0000;
   572    5.065               0             -90          0.0000;
   573    5.073               0             -82          0.0000;
   574    5.082               0             -70          0.0000;
   575    5.091               0             -56          0.0000;
   576    5.100               0             -38          0.0000;
   577    5.109               0             -19          0.0000;
   578    5.118               0               1          0.0000;
   579    5.127               0              20          0.0000;
   580    5.135               0              39          0.0000;
   581    5.144               0              55          0.0000;
   582    5.153               0              68          0.0000;
   583    5.162               0              77          0.0000;
   584    5.171               0              82          0.0000;
   585    5.180               0              84          0.0000;
   586    5.189               0              80          0.0000;
   587    5.197               0              73          0.0000;
   588    5.206               0              62          0.0000;
   589    5.215               0              49          0.0000;
   590    5.224               0              33          0.0000;
   591    5.233               0              15          0.0000;
   592    5.242               0              -3          0.0000;
   593    5.251               0             -21          0.0000;
   594    5.259               0             -37          0.0000;
   595    5.268               0             -51          0.0000;
   596    5.277               0             -63          0.0000;
   597    5.286               0             -71          0.0000;
   598    5.295               0             -76          0.0000;
   599    5.304               0             -76          0.0000;
   600    5.313               0             -73          0.0000;
   601    5.321               0             -66          0.0000;
   602    5.330               0             -56          0.0000;
   603    5.339               0             -44          0.0000;
   604    5.348               0             -29          0.0000;
   605    5.357               0             -13          0.0000;
   606    5.366               0               3          0.0000;
   607    5.374               0              19          0.0000;
   608    5.383               0              34          0.0000;
   609    5.392               0              46          0.0000;
   610    5.401               0              56          0.0000;
   611    5.410               0              64          0.0000;
   612    5.419               0              67          0.0000;
   613    5.428               0              68          0.0000;
   614    5.436               0              64          0.0000;
   615    5.445               0              57          0.0000;
   616    5.454               0              48          0.0000;
   617    5.463               0              36          0.0000;
   618    5.472               0              23          0.0000;
   619    5.481               0               9          0.0000;
   620    5.490               0              -6          0.0000;
   621    5.498               0             -20          0.0000;
   622    5.507               0             -33          0.0000;
   623    5.516               0             -44          0.0000;
   624    5.525               0             -53          0.0000;
   625    5.534               0             -58          0.0000;
   626    5.543               0             -61          0.0000;
   627    5.552               0             -62          0.0000;
   628    5.560               0             -57          0.0000;
   629    5.569               0             -51          0.0000;
   630    5.578               0             -42          0.0000;
   631    5.587               0             -32          0.0000;
   632    5.596               0             -19          0.0000;
   633    5.605               0              -7          0.0000;
   634    5.614               0               6          0.0000;
   635    5.622               0              19          0.0000;
   636    5.631               0              30          0.0000;
   637    5.640               0              39          0.0000;
   638    5.649               0              47          0.0000;
   639    5.658               0              51          0.0000;
   640    5.667               0              53          0.0000;
   641    5.676               0              52          0.0000;
   642    5.684               0              48          0.0000;
   643    5.693               0              42          0.0000;
   644    5.702               0              34          0.0000;
   645    5.711               0              24          0.0000;
   646    5.720               0              13          0.0000;
   647    5.729               0               2          0.0000;
   648    5.738               0              -9          0.0000;
   649    5.746               0             -20          0.0000;
   650    5.755               0             -29          0.0000;
   651    5.764               0             -37          0.0000;
   652    5.773               0             -43          0.0000;
   653    5.782               0             -47          0.0000;
   654    5.791               0             -49          0.0000;
   655    5.799               0             -46          0.0000;
   656    5.808               0             -42          0.0000;
   657    5.817               0             -36          0.0000;
   658    5.826               0             -29          0.0000;
   659    5.835               0             -20          0.0000;
   660    5.844               0             -10          0.0000;
   661    5.853               0               0          0.0000;
   662    5.861               0              10          0.0000;
   663    5.870               0              19          0.0000;
   664    5.879               0              27          0.0000;
   665    5.888               0              33          0.0000;
   666    5.897               0              37          0.0000;
   667    5.906               0              40          0.0000;
   668    5.915               0              40          0.0000;
   669    5.923               0              38          0.0000;
   670    5.932               0              34          0.0000;
   671    5.941               0              28          0.0000;
   672    5.950               0              21          0.0000;
   673    5.959               0              13          0.0000;
   674    5.968               0               4          0.0000;
   675    5.977               0              -5          0.0000;
   676    5.985               0             -13          0.0000]
